qnum,topic,prompt,choices,answer_index,hint,explanation,difficulty_label,difficulty_level
585,심혈관 응급,흉통이 없어도 심장마비일 수 있나?,"[""불가능하다"",""특히 당뇨 노인 여성에서 무증상 심장마비가 가능하다"",""흉통은 항상 있다"",""흉통 없으면 안전하다""]",1,무증상 심장마비도 있습니다.,당뇨 노인 여성은 흉통 없이 피로 호흡곤란으로 나타날 수 있습니다.,어려움,3
586,동물·곤충·뱀 사고,모기 기피제의 올바른 사용법은?,"[""얼굴에 직접 뿌린다"",""노출 피부에 바르고 상처에는 바르지 않는다"",""옷에만 뿌린다"",""먹어도 된다""]",1,안전한 사용이 중요합니다.,노출 피부에 바르되 눈 입 상처 부위는 피하고 손에 뿌려 얼굴에 바르세요.,쉬움,1
587,상처·지혈·골절,상처 봉합 후 실밥이 벌어지면?,"[""다시 붙인다"",""병원에 연락한다"",""무시한다"",""직접 꿰맨다""]",1,재봉합이 필요할 수 있습니다.,실밥이 벌어지거나 빠지면 병원에 연락하세요.,쉬움,1
588,기도폐쇄·질식,소아에게 하임리히법을 할 때 주의점은?,"[""성인과 똑같이 한다"",""힘 조절을 하고 배꼽 위 정확한 위치에 한다"",""절대 하면 안 된다"",""더 세게 한다""]",1,소아 체격에 맞는 힘 조절이 필요합니다.,소아에게는 힘을 조절하여 배꼽과 명치 사이를 밀어올리세요.,보통,2
589,화학물질·중독,식물에 바른 농약이 묻으면?,"[""씻지 않아도 된다"",""물과 비누로 씻고 증상이 있으면 병원에 간다"",""농약은 안전하다"",""핥아본다""]",1,농약은 독성이 있습니다.,농약이 피부에 묻으면 물과 비누로 씻고 증상이 있으면 병원에 가세요.,쉬움,1
590,심혈관 응급,심장 박동이 너무 빠르면?,"[""운동한다"",""안정을 취하고 지속되면 병원에 간다"",""카페인을 마신다"",""무시한다""]",1,빈맥은 심장에 부담을 줍니다.,가만히 있는데 심장이 빨리 뛰면 안정을 취하고 지속되면 병원에 가세요.,보통,2
591,동물·곤충·뱀 사고,해변에서 상어를 보면?,"[""가까이 간다"",""침착하게 물 밖으로 나온다"",""때린다"",""큰 소리를 낸다""]",1,상어를 자극하지 않는 것이 중요합니다.,상어를 보면 침착하게 눈을 마주치며 천천히 물 밖으로 나오세요.,보통,2
592,상처·지혈·골절,골절 부목의 목적은?,"[""치료"",""추가 손상 방지와 통증 감소"",""뼈를 맞추기"",""부목은 필요 없다""]",1,부목은 임시 고정 장치입니다.,부목은 뼈를 맞추는 것이 아니라 움직임을 막아 손상을 줄입니다.,쉬움,1
593,기도폐쇄·질식,아이가 무언가를 삼키려다 기침만 하면?,"[""등을 세게 친다"",""기침을 격려하고 관찰한다"",""물을 마시게 한다"",""손가락을 넣는다""]",1,기침은 효과적인 방어 기전입니다.,기침을 할 수 있으면 기침을 격려하고 악화되는지 지켜보세요.,쉬움,1
594,화학물질·중독,캠핑 중 일산화탄소 중독 예방은?,"[""텐트 안에서 화기 사용"",""환기를 확보하고 텐트 내 화기 사용 금지"",""창문 없어도 된다"",""난로를 켜고 잔다""]",1,밀폐 공간에서 연소는 일산화탄소를 발생시킵니다.,텐트 안에서 화기를 사용하지 말고 환기에 주의하세요.,쉬움,1
595,심혈관 응급,AED 사용 중 젖은 피부는?,"[""그냥 붙인다"",""닦은 후 패드를 붙인다"",""물에서 사용해도 된다"",""젖으면 사용 못한다""]",1,젖은 피부는 전기 전달을 방해합니다.,피부를 닦고 건조시킨 후 패드를 붙이세요.,쉬움,1
596,동물·곤충·뱀 사고,동물에게 물린 상처는 꿰매면 안 되나?,"[""항상 꿰맨다"",""감염 위험으로 일부는 열어두고 치료할 수 있다"",""절대 꿰매면 안 된다"",""상처 종류와 무관하다""]",1,동물 물린 상처는 감염 위험이 높습니다.,의사 판단에 따라 열어두거나 지연 봉합을 할 수 있습니다.,어려움,3
597,상처·지혈·골절,피부 접착제로 상처를 붙이면?,"[""모든 상처에 사용"",""작고 깨끗한 상처에 사용할 수 있다"",""깊은 상처에 좋다"",""접착제는 위험하다""]",1,피부 접착제는 제한적으로 사용됩니다.,작고 깨끗한 베인 상처에 의료용 접착제를 사용할 수 있습니다.,보통,2
598,기도폐쇄·질식,기도폐쇄가 해소되지 않으면 얼마나 위험한가?,"[""시간이 있다"",""몇 분 내에 뇌 손상과 사망에 이를 수 있다"",""괜찮다"",""저절로 해결된다""]",1,산소 부족은 빠르게 뇌를 손상시킵니다.,기도폐쇄는 4-6분 내에 뇌 손상이 시작될 수 있어 신속한 대처가 중요합니다.,보통,2
599,화학물질·중독,화학 화상과 열 화상의 차이는?,"[""같다"",""화학 화상은 물질을 제거할 때까지 계속 손상된다"",""열 화상이 더 심하다"",""화학 화상은 안전하다""]",1,화학물질은 제거 전까지 계속 작용합니다.,화학 화상은 물질을 완전히 씻어낼 때까지 손상이 계속됩니다.,보통,2
600,심혈관 응급,CPR 중 환자가 움직이면?,"[""계속 CPR을 한다"",""의식과 호흡을 재확인하고 회복 자세로 눕힌다"",""그냥 멈춘다"",""물을 먹인다""]",1,움직임은 회복의 신호일 수 있습니다.,환자가 움직이면 CPR을 멈추고 의식과 호흡을 확인하세요.,쉬움,1
601,치아·구강 응급·위생,올바른 칫솔질 방법은?,"[""가로로 세게 문지른다"",""잇몸에서 치아 방향으로 쓸어내린다"",""치아만 닦으면 된다"",""하루에 한 번이면 충분하다""]",1,칫솔질 방향이 중요합니다.,잇몸에서 치아 방향으로 45도 각도로 닦고 하루 2-3회 닦으세요.,쉬움,1
602,치아·구강 응급·위생,치실 사용의 중요성은?,"[""필요 없다"",""칫솔이 닿지 않는 치아 사이를 청소한다"",""치아를 손상시킨다"",""한 달에 한 번만""]",1,치아 사이에 음식물과 플라그가 쌓입니다.,매일 치실로 치아 사이를 청소하면 충치와 잇몸 질환을 예방합니다.,쉬움,1
603,치아·구강 응급·위생,충치 예방법은?,"[""설탕을 많이 먹는다"",""불소 치약 사용과 정기 검진"",""양치질을 안 한다"",""탄산음료를 많이 마신다""]",1,불소는 치아를 강화합니다.,불소 치약 사용 설탕 섭취 줄이기 정기 검진으로 충치를 예방하세요.,쉬움,1
604,치아·구강 응급·위생,잇몸에서 피가 나면?,"[""양치질을 멈춘다"",""부드러운 칫솔로 계속 닦고 치과를 방문한다"",""무시한다"",""더 세게 닦는다""]",1,잇몸 출혈은 잇몸 질환의 신호입니다.,부드러운 칫솔로 양치하고 지속되면 치과에서 검사받으세요.,쉬움,1
605,치아·구강 응급·위생,치아가 부러졌을 때?,"[""그냥 둔다"",""부러진 조각을 우유에 넣고 즉시 치과로 간다"",""버린다"",""테이프로 붙인다""]",1,부러진 조각을 재부착할 수 있습니다.,부러진 조각을 우유나 침에 보관하고 즉시 치과로 가세요.,보통,2
606,치아·구강 응급·위생,치통이 심할 때 응급 조치는?,"[""아스피린을 잇몸에 대다"",""진통제를 먹고 냉찜질 후 치과 방문"",""뜨거운 것을 물고 있는다"",""무시한다""]",1,아스피린을 잇몸에 대면 화학적 화상이 생깁니다.,진통제를 먹고 볼에 냉찜질하며 빨리 치과에 가세요.,보통,2
607,치아·구강 응급·위생,구내염이 생겼을 때?,"[""자극적인 음식을 먹는다"",""자극을 피하고 청결히 유지하며 2주 이상 지속되면 병원 방문"",""손으로 뜯는다"",""술로 소독한다""]",1,대부분 구내염은 1-2주 내에 낫습니다.,자극적인 음식을 피하고 2주 이상 지속되면 병원에서 확인받으세요.,쉬움,1
608,치아·구강 응급·위생,칫솔 교체 주기는?,"[""1년에 한 번"",""3개월마다 또는 닳으면"",""5년에 한 번"",""교체할 필요 없다""]",1,닳은 칫솔은 효과가 떨어집니다.,3개월마다 또는 솔이 벌어지면 교체하세요.,쉬움,1
609,치아·구강 응급·위생,아이의 유치가 빠지려 할 때?,"[""실로 묶어 뽑는다"",""자연스럽게 빠지게 두거나 흔들어 빠뜨린다"",""바로 치과에 간다"",""무리하게 뽑는다""]",1,유치는 자연스럽게 빠지는 것이 좋습니다.,너무 흔들리면 살짝 흔들어 빠뜨리고 무리하게 뽑지 마세요.,쉬움,1
610,치아·구강 응급·위생,사랑니가 아플 때?,"[""집에서 뽑는다"",""진통제를 먹고 치과에서 상담한다"",""무시한다"",""술을 마신다""]",1,사랑니 통증은 감염이나 위치 문제일 수 있습니다.,진통제로 통증을 조절하고 치과에서 발치 여부를 상담하세요.,보통,2
611,치아·구강 응급·위생,치아 미백의 주의점은?,"[""자주 할수록 좋다"",""과도하면 치아 민감도가 높아질 수 있다"",""집에서 표백제를 쓴다"",""매일 해야 한다""]",1,과도한 미백은 치아를 손상시킵니다.,미백은 치과 상담 후 적절히 하고 과도한 사용은 피하세요.,보통,2
612,치아·구강 응급·위생,입 냄새의 원인은?,"[""원인이 없다"",""구강 위생 잇몸 질환 위장 문제 등"",""양치해도 소용없다"",""음식만""]",1,입 냄새는 여러 원인이 있습니다.,구강 위생이 기본이고 지속되면 잇몸 질환이나 다른 원인을 확인하세요.,보통,2
613,치아·구강 응급·위생,이갈이의 영향은?,"[""해롭지 않다"",""치아 마모 두통 턱 통증을 유발할 수 있다"",""치아에 좋다"",""방치해도 된다""]",1,이갈이는 치아와 턱에 손상을 줍니다.,이갈이가 있으면 치과에서 마우스가드 등 치료를 상담하세요.,보통,2
614,치아·구강 응급·위생,양치 후 헹굼은?,"[""물을 많이 넣어 완전히 헹군다"",""불소 효과를 위해 가볍게 헹구거나 뱉기만 한다"",""헹구지 않는다"",""비누로 헹군다""]",1,불소가 치아에 남아야 효과가 있습니다.,양치 후 물로 가볍게 헹구어 불소 성분이 남도록 하세요.,보통,2
615,치아·구강 응급·위생,턱이 빠졌을 때?,"[""직접 맞춘다"",""움직이지 말고 병원에서 정복받는다"",""세게 누른다"",""무시한다""]",1,턱 탈구는 전문 치료가 필요합니다.,턱이 빠지면 무리하게 맞추려 하지 말고 병원에서 정복받으세요.,보통,2
616,치아·구강 응급·위생,치아 교정 중 주의점은?,"[""딱딱한 음식을 먹는다"",""구강 위생을 철저히 하고 정기 검진을 받는다"",""양치하지 않아도 된다"",""교정 장치를 만진다""]",1,교정 장치 주변에 음식물이 끼기 쉽습니다.,꼼꼼한 양치와 정기 검진으로 충치와 잇몸 질환을 예방하세요.,쉬움,1
617,치아·구강 응급·위생,혀 청소의 필요성은?,"[""필요 없다"",""세균과 입 냄새를 줄일 수 있다"",""혀가 손상된다"",""하루에 10번""]",1,혀에도 세균이 많이 있습니다.,양치할 때 혀도 부드럽게 닦으면 입 냄새를 줄일 수 있습니다.,쉬움,1
618,치아·구강 응급·위생,당분이 많은 음식과 치아 건강의 관계는?,"[""상관없다"",""당분은 세균의 먹이가 되어 충치를 유발한다"",""당분이 치아에 좋다"",""많이 먹을수록 좋다""]",1,세균이 당분을 분해하며 산을 만듭니다.,당분 섭취를 줄이고 먹은 후 양치하면 충치를 예방할 수 있습니다.,쉬움,1
619,치아·구강 응급·위생,임플란트 관리법은?,"[""일반 치아보다 관리가 쉽다"",""일반 치아처럼 양치하고 정기 검진을 받는다"",""양치하지 않아도 된다"",""한 번 하면 평생""]",1,임플란트도 관리가 필요합니다.,임플란트 주변도 양치하고 치실을 사용하며 정기 검진받으세요.,보통,2
620,치아·구강 응급·위생,아이가 치아를 부딪혔을 때?,"[""무시한다"",""상태를 확인하고 흔들리거나 색이 변하면 치과 방문"",""우유를 먹인다"",""테이프로 붙인다""]",1,충격으로 치아 손상이 생길 수 있습니다.,흔들림 변색 통증이 있으면 치과에서 확인받으세요.,보통,2
621,치아·구강 응급·위생,치과 검진은 얼마나 자주?,"[""아플 때만"",""6개월에서 1년에 한 번"",""10년에 한 번"",""갈 필요 없다""]",1,정기 검진으로 문제를 조기에 발견합니다.,6개월에서 1년마다 정기적으로 치과 검진을 받으세요.,쉬움,1
622,치아·구강 응급·위생,불소의 역할은?,"[""해롭다"",""치아 법랑질을 강화해 충치를 예방한다"",""치아를 약하게 한다"",""효과가 없다""]",1,불소는 치아를 단단하게 합니다.,적정량의 불소는 치아를 강화하고 충치를 예방합니다.,쉬움,1
623,치아·구강 응급·위생,치아 민감도의 원인은?,"[""원인이 없다"",""법랑질 마모 잇몸 퇴축 등"",""양치를 많이 해서"",""물을 마셔서""]",1,치아 신경이 노출되면 민감해집니다.,민감도가 있으면 민감성 치약을 쓰고 치과에서 원인을 확인하세요.,보통,2
624,치아·구강 응급·위생,칫솔을 함께 사용해도 되나?,"[""된다"",""세균 전파 위험이 있어 개인 칫솔을 사용한다"",""가족끼리는 된다"",""소독하면 된다""]",1,칫솔을 통해 세균이 전파됩니다.,각자 개인 칫솔을 사용하고 서로 닿지 않게 보관하세요.,쉬움,1
625,치아·구강 응급·위생,잇몸 질환의 진행 단계는?,"[""한 단계만 있다"",""치은염에서 치주염으로 진행될 수 있다"",""잇몸 질환은 없다"",""치료가 안 된다""]",1,초기 치은염은 치료가 가능합니다.,잇몸 출혈이 있으면 초기 치은염이므로 빨리 치료받으세요.,보통,2
626,치아·구강 응급·위생,양치질 시간은 얼마나?,"[""10초"",""2-3분"",""30초"",""시간은 상관없다""]",1,충분한 시간 동안 닦아야 효과적입니다.,최소 2분 이상 꼼꼼히 모든 치아를 닦으세요.,쉬움,1
627,치아·구강 응급·위생,구강 세정제의 역할은?,"[""양치 대용"",""양치를 보조하는 역할"",""치약보다 효과적"",""매일 써야 한다""]",1,구강 세정제는 양치를 대신할 수 없습니다.,양치 후 보조적으로 사용하되 양치를 대신하면 안 됩니다.,쉬움,1
